Year,Age Group,Sex,"Death Rate Per 100,000"
2000,10-14 years,Male,40.40
2000,10-14 years,Female,24.70
2000,10-14 years,Both,32.70
2000,15-19 years,Male,96.00
2000,15-19 years,Female,37.60
2000,15-19 years,Both,66.20
2000,20-24 years,Male,132.70
2000,20-24 years,Female,45.80
2000,20-24 years,Both,87.00
2000,25-29 years,Male,134.70
2000,25-29 years,Female,53.80
2000,25-29 years,Both,93.00
2000,30-34 years,Male,156.40
2000,30-34 years,Female,70.80
2000,30-34 years,Both,112.00
2000,35-39 years,Male,209.70
2000,35-39 years,Female,98.10
2000,35-39 years,Both,154.00
2000,40-44 years,Male,313.20
2000,40-44 years,Female,151.50
2000,40-44 years,Both,233.50
2000,45-49 years,Male,493.80
2000,45-49 years,Female,239.30
2000,45-49 years,Both,369.80
2000,50-54 years,Male,792.10
2000,50-54 years,Female,376.10
2000,50-54 years,Both,591.10
2000,55-59 years,Male,1250.40
2000,55-59 years,Female,580.10
2000,55-59 years,Both,924.20
2000,60-64 years,Male,1983.50
2000,60-64 years,Female,964.70
2000,60-64 years,Both,1489.00
2000,65-69 years,Male,3115.40
2000,65-69 years,Female,1619.20
2000,65-69 years,Both,2387.50
2000,70-74 years,Male,4844.90
2000,70-74 years,Female,2800.50
2000,70-74 years,Both,3814.50
2000,75-79 years,Male,7536.40
2000,75-79 years,Female,4903.90
2000,75-79 years,Both,5994.90
2000,80+ years,Male,14594.00
2000,80+ years,Female,12035.50
2000,80+ years,Both,12978.20
2000,All ages,Male,726.60
2000,All ages,Female,527.80
2000,All ages,Both,627.00
2010,0-6 days,Male,15955.40
2010,0-6 days,Female,13368.10
2010,0-6 days,Both,14723.40
2010,7-27 days,Male,2722.00
2010,7-27 days,Female,2278.10
2010,7-27 days,Both,2507.50
2010,28-364 days,Male,898.60
2010,28-364 days,Female,801.20
2010,28-364 days,Both,851.50
2010,1-4 years,Male,136.10
2010,1-4 years,Female,110.80
2010,1-4 years,Both,123.90
2010,5-9 years,Male,31.10
2010,5-9 years,Female,23.40
2010,5-9 years,Both,27.40
2010,10-14 years,Male,31.00
2010,10-14 years,Female,20.20
2010,10-14 years,Both,25.80
2010,15-19 years,Male,85.30
2010,15-19 years,Female,33.50
2010,15-19 years,Both,60.00
2010,20-24 years,Male,119.60
2010,20-24 years,Female,39.10
2010,20-24 years,Both,80.40
2010,25-29 years,Male,120.90
2010,25-29 years,Female,45.50
2010,25-29 years,Both,82.40
2010,30-34 years,Male,140.50
2010,30-34 years,Female,61.00
2010,30-34 years,Both,98.70
2010,35-39 years,Male,192.60
2010,35-39 years,Female,90.60
2010,35-39 years,Both,140.10
2010,40-44 years,Male,287.80
2010,40-44 years,Female,141.20
2010,40-44 years,Both,211.70
2010,45-49 years,Male,454.10
2010,45-49 years,Female,224.70
2010,45-49 years,Both,339.90
2010,50-54 years,Male,729.80
2010,50-54 years,Female,354.10
2010,50-54 years,Both,543.90
2010,55-59 years,Male,1158.50
2010,55-59 years,Female,547.90
2010,55-59 years,Both,860.30
2010,60-64 years,Male,1850.50
2010,60-64 years,Female,908.50
2010,60-64 years,Both,1387.30
2010,65-69 years,Male,2928.80
2010,65-69 years,Female,1529.30
2010,65-69 years,Both,2212.30
2010,70-74 years,Male,4576.20
2010,70-74 years,Female,2647.90
2010,70-74 years,Both,3586.80
2010,75-79 years,Male,7163.40
2010,75-79 years,Female,4663.50
2010,75-79 years,Both,5835.90
2010,80+ years,Male,13910.60
2010,80+ years,Female,12168.80
2010,80+ years,Both,12837.10
2010,All ages,Male,812.00
2010,All ages,Female,604.00
2010,All ages,Both,708.10
1970,0-6 days,Male,32199.10
1970,0-6 days,Female,23173.20
1970,0-6 days,Both,27686.10
1970,7-27 days,Male,2497.00
1970,7-27 days,Female,2063.50
1970,7-27 days,Both,2211.50
1970,28-364 days,Male,386.30
1970,28-364 days,Female,314.50
1970,28-364 days,Both,351.40
1970,1-4 years,Male,53.90
1970,1-4 years,Female,42.70
1970,1-4 years,Both,48.50
1970,5-9 years,Male,25.00
1970,5-9 years,Female,19.30
1970,5-9 years,Both,22.20
1970,10-14 years,Male,25.50
1970,10-14 years,Female,11.30
1970,10-14 years,Both,18.60
1970,15-19 years,Male,75.90
1970,15-19 years,Female,17.30
1970,15-19 years,Both,47.20
1970,20-24 years,Male,107.20
1970,20-24 years,Female,19.50
1970,20-24 years,Both,64.00
1970,25-29 years,Male,105.20
1970,25-29 years,Female,21.50
1970,25-29 years,Both,64.00
1970,30-34 years,Male,119.40
1970,30-34 years,Female,29.80
1970,30-34 years,Both,75.20
1970,35-39 years,Male,160.30
1970,35-39 years,Female,39.10
1970,35-39 years,Both,100.10
1970,40-44 years,Male,239.00
1970,40-44 years,Female,70.00
1970,40-44 years,Both,153.50
1970,45-49 years,Male,376.90
1970,45-49 years,Female,120.60
1970,45-49 years,Both,241.70
1970,50-54 years,Male,616.10
1970,50-54 years,Female,194.70
1970,50-54 years,Both,391.40
1970,55-59 years,Male,1012.00
1970,55-59 years,Female,313.30
1970,55-59 years,Both,634.90
1970,60-64 years,Male,1619.40
1970,60-64 years,Female,536.00
1970,60-64 years,Both,1028.90
1970,65-69 years,Male,2567.90
1970,65-69 years,Female,922.30
1970,65-69 years,Both,1646.70
1970,70-74 years,Male,4103.40
1970,70-74 years,Female,1646.50
1970,70-74 years,Both,2628.50
1970,75-79 years,Male,6573.30
1970,75-79 years,Female,3104.10
1970,75-79 years,Both,4361.30
1970,80+ years,Male,14592.80
1970,80+ years,Female,11057.80
1970,80+ years,Both,12251.50
1970,All ages,Male,794.90
1970,All ages,Female,569.80
1970,All ages,Both,679.10
1980,0-6 days,Male,30653.10
1980,0-6 days,Female,22173.00
1980,0-6 days,Both,26413.00
1980,7-27 days,Male,2344.80
1980,7-27 days,Female,1901.90
1980,7-27 days,Both,2128.50
1980,28-364 days,Male,370.30
1980,28-364 days,Female,300.90
1980,28-364 days,Both,336.60
1980,1-4 years,Male,50.00
1980,1-4 years,Female,39.50
1980,1-4 years,Both,44.90
1980,5-9 years,Male,23.80
1980,5-9 years,Female,18.50
1980,5-9 years,Both,21.20
1980,10-14 years,Male,22.40
1980,10-14 years,Female,11.30
1980,10-14 years,Both,17.00
1980,15-19 years,Male,59.70
1980,15-19 years,Female,17.50
1980,15-19 years,Both,39.10
1980,20-24 years,Male,83.60
1980,20-24 years,Female,19.80
1980,20-24 years,Both,52.20
1980,25-29 years,Male,82.20
1980,25-29 years,Female,21.80
1980,25-29 years,Both,52.30
1980,30-34 years,Male,91.50
1980,30-34 years,Female,30.10
1980,30-34 years,Both,61.20
1980,35-39 years,Male,116.60
1980,35-39 years,Female,40.20
1980,35-39 years,Both,78.90
1980,40-44 years,Male,174.20
1980,40-44 years,Female,71.60
1980,40-44 years,Both,123.10
1980,45-49 years,Male,275.10
1980,45-49 years,Female,123.10
1980,45-49 years,Both,198.90
1980,50-54 years,Male,454.00
1980,50-54 years,Female,198.50
1980,50-54 years,Both,322.80
1980,55-59 years,Male,764.40
1980,55-59 years,Female,319.20
1980,55-59 years,Both,524.50
1980,60-64 years,Male,1285.30
1980,60-64 years,Female,544.60
1980,60-64 years,Both,876.90
1980,65-69 years,Male,2096.00
1980,65-69 years,Female,936.10
1980,65-69 years,Both,1437.00
1980,70-74 years,Male,3409.30
1980,70-74 years,Female,1668.70
1980,70-74 years,Both,2379.20
1980,75-79 years,Male,5570.10
1980,75-79 years,Female,3139.70
1980,75-79 years,Both,4054.00
1980,80+ years,Male,13513.30
1980,80+ years,Female,11115.40
1980,80+ years,Both,11853.00
1980,All ages,Male,715.30
1980,All ages,Female,680.10
1980,All ages,Both,697.20
1990,0-6 days,Male,17036.80
1990,0-6 days,Female,14893.60
1990,0-6 days,Both,16047.60
1990,7-27 days,Male,1686.60
1990,7-27 days,Female,1414.70
1990,7-27 days,Both,1595.00
1990,28-364 days,Male,251.40
1990,28-364 days,Female,203.10
1990,28-364 days,Both,227.90
1990,1-4 years,Male,33.60
1990,1-4 years,Female,27.10
1990,1-4 years,Both,30.40
1990,5-9 years,Male,17.40
1990,5-9 years,Female,13.70
1990,5-9 years,Both,15.60
1990,10-14 years,Male,17.70
1990,10-14 years,Female,9.40
1990,10-14 years,Both,13.70
1990,15-19 years,Male,51.90
1990,15-19 years,Female,15.50
1990,15-19 years,Both,34.10
1990,20-24 years,Male,73.60
1990,20-24 years,Female,16.80
1990,20-24 years,Both,45.70
1990,25-29 years,Male,72.00
1990,25-29 years,Female,18.30
1990,25-29 years,Both,45.50
1990,30-34 years,Male,80.00
1990,30-34 years,Female,25.70
1990,30-34 years,Both,53.10
1990,35-39 years,Male,102.60
1990,35-39 years,Female,35.90
1990,35-39 years,Both,69.50
1990,40-44 years,Male,153.20
1990,40-44 years,Female,65.40
1990,40-44 years,Both,109.60
1990,45-49 years,Male,242.20
1990,45-49 years,Female,113.80
1990,45-49 years,Both,178.30
1990,50-54 years,Male,401.00
1990,50-54 years,Female,184.40
1990,50-54 years,Both,292.10
1990,55-59 years,Male,682.70
1990,55-59 years,Female,297.90
1990,55-59 years,Both,486.30
1990,60-64 years,Male,1168.80
1990,60-64 years,Female,510.00
1990,60-64 years,Both,820.30
1990,65-69 years,Male,1928.70
1990,65-69 years,Female,880.30
1990,65-69 years,Both,1337.10
1990,70-74 years,Male,3164.60
1990,70-74 years,Female,1570.70
1990,70-74 years,Both,2225.90
1990,75-79 years,Male,5215.10
1990,75-79 years,Female,2979.30
1990,75-79 years,Both,3819.50
1990,80+ years,Male,13134.10
1990,80+ years,Female,10902.30
1990,80+ years,Both,11591.70
1990,All ages,Male,773.60
1990,All ages,Female,811.00
1990,All ages,Both,792.80
2000,0-6 days,Male,10583.10
2000,0-6 days,Female,8149.10
2000,0-6 days,Both,9366.10
2000,7-27 days,Male,1061.90
2000,7-27 days,Female,907.60
2000,7-27 days,Both,986.60
2000,28-364 days,Male,142.10
2000,28-364 days,Female,115.70
2000,28-364 days,Both,129.10
2000,1-4 years,Male,20.00
2000,1-4 years,Female,16.60
2000,1-4 years,Both,18.30
2000,5-9 years,Male,11.50
2000,5-9 years,Female,9.20
2000,5-9 years,Both,10.40
2000,10-14 years,Male,12.90
2000,10-14 years,Female,7.00
2000,10-14 years,Both,10.00
2000,15-19 years,Male,42.60
2000,15-19 years,Female,12.10
2000,15-19 years,Both,27.70
2000,20-24 years,Male,61.50
2000,20-24 years,Female,12.50
2000,20-24 years,Both,37.40
2000,25-29 years,Male,59.80
2000,25-29 years,Female,13.30
2000,25-29 years,Both,36.80
2000,30-34 years,Male,66.10
2000,30-34 years,Female,19.20
2000,30-34 years,Both,42.90
2000,35-39 years,Male,85.70
2000,35-39 years,Female,28.00
2000,35-39 years,Both,57.10
2000,40-44 years,Male,128.00
2000,40-44 years,Female,53.00
2000,40-44 years,Both,90.60
2000,45-49 years,Male,202.50
2000,45-49 years,Female,94.50
2000,45-49 years,Both,148.40
2000,50-54 years,Male,337.10
2000,50-54 years,Female,154.90
2000,50-54 years,Both,245.60
2000,55-59 years,Male,582.20
2000,55-59 years,Female,252.90
2000,55-59 years,Both,415.80
2000,60-64 years,Male,1021.90
2000,60-64 years,Female,438.80
2000,60-64 years,Both,720.80
2000,65-69 years,Male,1712.80
2000,65-69 years,Female,762.50
2000,65-69 years,Both,1206.50
2000,70-74 years,Male,2836.30
2000,70-74 years,Female,1364.50
2000,70-74 years,Both,2007.00
2000,75-79 years,Male,4727.00
2000,75-79 years,Female,2623.70
2000,75-79 years,Both,3442.80
2000,80+ years,Male,12588.50
2000,80+ years,Female,10442.30
2000,80+ years,Both,11110.10
2000,All ages,Male,783.10
2000,All ages,Female,808.80
2000,All ages,Both,796.20
2010,0-6 days,Male,6865.00
2010,0-6 days,Female,5282.20
2010,0-6 days,Both,6073.60
2010,7-27 days,Male,693.10
2010,7-27 days,Female,618.70
2010,7-27 days,Both,645.00
2010,28-364 days,Male,94.00
2010,28-364 days,Female,77.60
2010,28-364 days,Both,86.10
2010,1-4 years,Male,13.40
2010,1-4 years,Female,11.30
2010,1-4 years,Both,12.40
2010,5-9 years,Male,8.40
2010,5-9 years,Female,6.80
2010,5-9 years,Both,7.60
2010,10-14 years,Male,10.00
2010,10-14 years,Female,5.60
2010,10-14 years,Both,7.90
2010,15-19 years,Male,36.00
2010,15-19 years,Female,9.90
2010,15-19 years,Both,23.30
2010,20-24 years,Male,52.60
2010,20-24 years,Female,9.80
2010,20-24 years,Both,31.70
2010,25-29 years,Male,51.00
2010,25-29 years,Female,10.30
2010,25-29 years,Both,31.00
2010,30-34 years,Male,56.20
2010,30-34 years,Female,15.20
2010,30-34 years,Both,36.00
2010,35-39 years,Male,73.10
2010,35-39 years,Female,23.00
2010,35-39 years,Both,48.30
2010,40-44 years,Male,109.20
2010,40-44 years,Female,44.80
2010,40-44 years,Both,77.30
2010,45-49 years,Male,173.00
2010,45-49 years,Female,81.50
2010,45-49 years,Both,127.30
2010,50-54 years,Male,289.00
2010,50-54 years,Female,134.70
2010,50-54 years,Both,211.40
2010,55-59 years,Male,505.50
2010,55-59 years,Female,221.80
2010,55-59 years,Both,361.40
2010,60-64 years,Male,907.20
2010,60-64 years,Female,389.20
2010,60-64 years,Both,642.00
2010,65-69 years,Male,1542.70
2010,65-69 years,Female,680.00
2010,65-69 years,Both,1092.30
2010,70-74 years,Male,2572.80
2010,70-74 years,Female,1219.30
2010,70-74 years,Both,1839.80
2010,75-79 years,Male,4338.00
2010,75-79 years,Female,2370.90
2010,75-79 years,Both,3213.10
2010,80+ years,Male,12138.90
2010,80+ years,Female,10098.20
2010,80+ years,Both,10791.10
2010,All ages,Male,890.10
2010,All ages,Female,909.30
2010,All ages,Both,899.90
1970,0-6 days,Male,132114.70
1970,0-6 days,Female,97087.70
1970,0-6 days,Both,114990.40
1970,7-27 days,Male,20604.30
1970,7-27 days,Female,16478.40
1970,7-27 days,Both,18584.10
1970,28-364 days,Male,3862.10
1970,28-364 days,Female,3592.60
1970,28-364 days,Both,3730.20
1970,1-4 years,Male,639.40
1970,1-4 years,Female,596.10
1970,1-4 years,Both,618.20
1970,5-9 years,Male,116.20
1970,5-9 years,Female,93.10
1970,5-9 years,Both,104.90
1970,10-14 years,Male,72.40
1970,10-14 years,Female,59.10
1970,10-14 years,Both,67.00
1970,15-19 years,Male,106.60
1970,15-19 years,Female,85.00
1970,15-19 years,Both,99.40
1970,20-24 years,Male,152.00
1970,20-24 years,Female,116.80
1970,20-24 years,Both,141.60
1970,25-29 years,Male,165.40
1970,25-29 years,Female,142.60
1970,25-29 years,Both,159.30
1970,30-34 years,Male,186.50
1970,30-34 years,Female,176.20
1970,30-34 years,Both,183.60
1970,35-39 years,Male,227.50
1970,35-39 years,Female,238.10
1970,35-39 years,Both,230.70
1970,40-44 years,Male,314.20
1970,40-44 years,Female,312.80
1970,40-44 years,Both,313.70
1970,45-49 years,Male,465.10
1970,45-49 years,Female,441.00
1970,45-49 years,Both,457.00
1970,50-54 years,Male,722.60
1970,50-54 years,Female,658.20
1970,50-54 years,Both,699.10
1970,55-59 years,Male,1122.70
1970,55-59 years,Female,953.30
1970,55-59 years,Both,1052.00
1970,60-64 years,Male,1830.30
1970,60-64 years,Female,1555.50
1970,60-64 years,Both,1731.40
1970,65-69 years,Male,2828.70
1970,65-69 years,Female,2461.90
1970,65-69 years,Both,2697.90
1970,70-74 years,Male,4400.60
1970,70-74 years,Female,4134.40
1970,70-74 years,Both,4284.30
1970,75-79 years,Male,6791.20
1970,75-79 years,Female,6695.00
1970,75-79 years,Both,6743.80
1970,80+ years,Male,12324.40
1970,80+ years,Female,12631.70
1970,80+ years,Both,12485.60
1970,All ages,Male,551.80
1970,All ages,Female,676.80
1970,All ages,Both,597.20
1980,0-6 days,Male,95911.60
1980,0-6 days,Female,69635.10
1980,0-6 days,Both,83078.90
1980,7-27 days,Male,10559.60
1980,7-27 days,Female,9420.80
1980,7-27 days,Both,10008.70
1980,28-364 days,Male,1901.10
1980,28-364 days,Female,1847.10
1980,28-364 days,Both,1874.70
1980,1-4 years,Male,269.00
1980,1-4 years,Female,245.60
1980,1-4 years,Both,257.50
1980,5-9 years,Male,71.50
1980,5-9 years,Female,57.40
1980,5-9 years,Both,64.70
1980,10-14 years,Male,52.60
1980,10-14 years,Female,44.50
1980,10-14 years,Both,48.70
1980,15-19 years,Male,96.50
1980,15-19 years,Female,71.60
1980,15-19 years,Both,86.10
1980,20-24 years,Male,140.90
1980,20-24 years,Female,93.50
1980,20-24 years,Both,128.00
1980,25-29 years,Male,152.20
1980,25-29 years,Female,112.30
1980,25-29 years,Both,144.20
1980,30-34 years,Male,172.70
1980,30-34 years,Female,142.30
1980,30-34 years,Both,167.40
1980,35-39 years,Male,219.80
1980,35-39 years,Female,207.60
1980,35-39 years,Both,217.50
1980,40-44 years,Male,303.70
1980,40-44 years,Female,278.70
1980,40-44 years,Both,299.20
1980,45-49 years,Male,449.70
1980,45-49 years,Female,398.40
1980,45-49 years,Both,438.60
1980,50-54 years,Male,699.50
1980,50-54 years,Female,598.30
1980,50-54 years,Both,670.10
1980,55-59 years,Male,1090.20
1980,55-59 years,Female,872.10
1980,55-59 years,Both,1024.60
1980,60-64 years,Male,1772.30
1980,60-64 years,Female,1411.10
1980,60-64 years,Both,1614.50
1980,65-69 years,Male,2750.30
1980,65-69 years,Female,2246.70
1980,65-69 years,Both,2551.50
1980,70-74 years,Male,4289.50
1980,70-74 years,Female,3788.20
1980,70-74 years,Both,4074.70
1980,75-79 years,Male,6641.10
1980,75-79 years,Female,6204.20
1980,75-79 years,Both,6432.70
1980,80+ years,Male,13624.40
1980,80+ years,Female,13906.80
1980,80+ years,Both,13773.40
1980,All ages,Male,342.70
1980,All ages,Female,419.30
1980,All ages,Both,365.70
1990,0-6 days,Male,37338.00
1990,0-6 days,Female,30520.50
1990,0-6 days,Both,34013.00
1990,7-27 days,Male,3769.80
1990,7-27 days,Female,3221.50
1990,7-27 days,Both,3502.10
1990,28-364 days,Male,511.50
1990,28-364 days,Female,495.00
1990,28-364 days,Both,503.50
1990,1-4 years,Male,83.80
1990,1-4 years,Female,70.30
1990,1-4 years,Both,77.20
1990,5-9 years,Male,30.90
1990,5-9 years,Female,24.80
1990,5-9 years,Both,27.90
1990,10-14 years,Male,31.50
1990,10-14 years,Female,32.40
1990,10-14 years,Both,31.90
1990,15-19 years,Male,90.70
1990,15-19 years,Female,66.20
1990,15-19 years,Both,80.60
1990,20-24 years,Male,137.60
1990,20-24 years,Female,80.20
1990,20-24 years,Both,118.80
1990,25-29 years,Male,147.10
1990,25-29 years,Female,94.90
1990,25-29 years,Both,131.50
1990,30-34 years,Male,169.40
1990,30-34 years,Female,124.40
1990,30-34 years,Both,157.70
1990,35-39 years,Male,233.50
1990,35-39 years,Female,220.10
1990,35-39 years,Both,230.50
1990,40-44 years,Male,322.60
1990,40-44 years,Female,293.60
1990,40-44 years,Both,316.30
1990,45-49 years,Male,477.50
1990,45-49 years,Female,417.60
1990,45-49 years,Both,465.20
1990,50-54 years,Male,741.80
1990,50-54 years,Female,625.80
1990,50-54 years,Both,716.90
1990,55-59 years,Male,1151.20
1990,55-59 years,Female,910.10
1990,55-59 years,Both,1074.30
1990,60-64 years,Male,1836.60
1990,60-64 years,Female,1437.00
1990,60-64 years,Both,1675.00
1990,65-69 years,Male,2839.40
1990,65-69 years,Female,2286.50
1990,65-69 years,Both,2584.90
1990,70-74 years,Male,4418.30
1990,70-74 years,Female,3854.40
1990,70-74 years,Both,4136.70
1990,75-79 years,Male,6819.50
1990,75-79 years,Female,6303.70
1990,75-79 years,Both,6592.30
1990,80+ years,Male,16067.70
1990,80+ years,Female,15439.50
1990,80+ years,Both,15724.60
1990,All ages,Male,292.80
1990,All ages,Female,264.00
1990,All ages,Both,282.90
2000,0-6 days,Male,23790.40
2000,0-6 days,Female,20309.80
2000,0-6 days,Both,22092.60
2000,7-27 days,Male,2896.00
2000,7-27 days,Female,2546.90
2000,7-27 days,Both,2725.70
2000,28-364 days,Male,422.00
2000,28-364 days,Female,395.50
2000,28-364 days,Both,409.10
2000,1-4 years,Male,61.60
2000,1-4 years,Female,51.60
2000,1-4 years,Both,56.70
2000,5-9 years,Male,24.10
2000,5-9 years,Female,19.60
2000,5-9 years,Both,21.90
2000,10-14 years,Male,25.90
2000,10-14 years,Female,26.60
2000,10-14 years,Both,26.20
2000,15-19 years,Male,78.90
2000,15-19 years,Female,59.30
2000,15-19 years,Both,69.70
2000,20-24 years,Male,121.40
2000,20-24 years,Female,73.40
2000,20-24 years,Both,105.60
2000,25-29 years,Male,129.30
2000,25-29 years,Female,86.50
2000,25-29 years,Both,117.90
2000,30-34 years,Male,148.60
2000,30-34 years,Female,112.50
2000,30-34 years,Both,139.60
2000,35-39 years,Male,206.00
2000,35-39 years,Female,180.70
2000,35-39 years,Both,200.30
2000,40-44 years,Male,284.80
2000,40-44 years,Female,248.80
2000,40-44 years,Both,277.50
2000,45-49 years,Male,422.00
2000,45-49 years,Female,361.30
2000,45-49 years,Both,410.50
2000,50-54 years,Male,658.00
2000,50-54 years,Female,546.30
2000,50-54 years,Both,634.50
2000,55-59 years,Male,1032.30
2000,55-59 years,Female,801.60
2000,55-59 years,Both,977.20
2000,60-64 years,Male,1670.60
2000,60-64 years,Female,1285.30
2000,60-64 years,Both,1536.30
2000,65-69 years,Male,2614.60
2000,65-69 years,Female,2059.30
2000,65-69 years,Both,2389.10
2000,70-74 years,Male,4098.80
2000,70-74 years,Female,3486.50
2000,70-74 years,Both,3808.70
2000,75-79 years,Male,6386.50
2000,75-79 years,Female,5776.60
2000,75-79 years,Both,6104.70
2000,80+ years,Male,13880.80
2000,80+ years,Female,14341.00
2000,80+ years,Both,14105.30
2000,All ages,Male,251.50
2000,All ages,Female,207.60
2000,All ages,Both,237.20
2010,0-6 days,Male,17453.60
2010,0-6 days,Female,14779.60
2010,0-6 days,Both,16148.60
2010,7-27 days,Male,2343.60
2010,7-27 days,Female,2098.10
2010,7-27 days,Both,2223.80
2010,28-364 days,Male,326.90
2010,28-364 days,Female,319.00
2010,28-364 days,Both,323.10
2010,1-4 years,Male,49.00
2010,1-4 years,Female,42.10
2010,1-4 years,Both,45.60
2010,5-9 years,Male,19.60
2010,5-9 years,Female,16.10
2010,5-9 years,Both,17.90
